CNPJ_FUNDO;DT_REG;VL_TAXA_PERFM;DS_TAXA_PERFM;DT_INI_TAXA_PERFM
10.462.084/0001-39;2010-09-22;20.000000000000;Apurado diariamente, pago semestralmente.;2013-06-18
10.462.084/0001-39;2010-09-22;20.000000000000;O fundo cobrara 20.00 % do que exceder 110.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2017-01-12
10.462.090/0001-96;2010-09-20;0.000000000000;;2016-03-23
10.462.225/0001-13;2009-06-24;0.000000000000;;2016-04-25
10.462.478/0001-97;2009-09-16;20.000000000000;0;2009-09-11
10.462.478/0001-97;2009-09-16;20.000000000000;;2012-12-17
10.462.484/0001-44;2009-09-22;20.000000000000;;2013-01-21
10.462.494/0001-80;2009-12-04;0.000000000000;;2016-02-24
10.462.501/0001-43;2009-07-31;0.000000000000;;2016-07-20
10.462.803/0001-11;2009-12-01;20.000000000000;O FUNDO, com base em seu resultado, remunera a GESTORA mediante o pagamento do equivalente a 20% da valorização da cota do FUNDO que, em cada semestre civil, exceder 100% do índice composto por 62% da variação verificada pelo CDI, divulgado pela CETIP, e  38% da variação verificada pelo índice IBOVESPA (fechamento).;2012-10-22
10.462.803/0001-11;2009-12-01;20.000000000000;Adicionalmente à remuneração prevista, o FUNDO, com base em seu resultado, remunera a GESTORA mediante o pagamento do equivalente a 20% da valorização da cota do FUNDO que, em cada semestre civil, exceder 100% do índice composto por: 68% da variação verificada pelo Certificado de Depósito Interbancário (CDI), divulgado pela CETIP, e 32%  da variação verificada pelo índice IBOVESPA (fechamento).;2015-03-11
10.462.803/0001-11;2009-12-01;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.462.808/0001-44;2009-12-11;0.000000000000;;2019-04-02
10.462.817/0001-35;2011-05-31;20.000000000000;;2014-07-29
10.462.958/0001-58;2009-09-17;0.000000000000;;2016-03-10
10.462.973/0001-04;2009-09-17;0.000000000000;;2017-01-05
10.462.981/0001-42;2009-09-17;20.000000000000;;2009-09-17
10.463.004/0001-60;2009-09-17;0.000000000000;;2020-02-19
10.463.014/0001-03;2009-09-17;0.000000000000;;2016-03-29
10.463.015/0001-40;2009-09-17;0.000000000000;;2016-03-16
10.463.157/0001-07;2008-11-14;0.000000000000;;2016-05-02
10.464.262/0001-60;2008-11-24;20.000000000000;;2009-12-18
10.468.196/0001-05;2008-11-18;20.000000000000;;2008-11-07
10.468.196/0001-05;2008-11-18;35.000000000000;;2015-09-08
10.474.352/0001-32;2009-06-29;0.000000000000;;2021-12-28
10.474.356/0001-10;2009-06-29;0.000000000000;;2016-12-22
10.474.366/0001-56;2009-06-29;25.000000000000;;2009-06-30
10.474.390/0001-95;2009-06-29;25.000000000000;;2009-06-30
10.474.394/0001-73;2009-06-29;25.000000000000;;2009-06-30
10.474.399/0001-04;2009-06-29;25.000000000000;;2009-06-30
10.474.405/0001-15;2009-06-29;20.000000000000;;2011-03-31
10.474.513/0001-98;2009-10-27;0.000000000000;;2016-06-06
10.474.514/0001-32;2009-10-30;0.000000000000;;2019-10-14
10.474.551/0001-40;2009-10-23;0.000000000000;;2016-11-17
10.474.787/0001-87;2009-10-23;0.000000000000;;2016-11-23
10.474.796/0001-78;2009-10-23;0.000000000000;;2016-11-07
10.474.810/0001-33;2009-10-30;0.000000000000;;2016-11-16
10.474.817/0001-55;2009-11-04;0.000000000000;;2016-11-07
10.474.817/0001-55;2009-11-04;20.000000000000;O GESTOR RECEBERÁ TAXA DE PERFORMANCE EQUIVALENTE A 20% DA RENTABILIDADE DO FUNDO QUE EXCEDER A 100% DA VARIAÇÃO DO CERTIFICADO DE DEPÓSITO INTERBANCÁRIO, DE UM DIA, APURADO E DIVULGADO PELA B3 S.A.;2023-05-19
10.474.824/0001-57;2009-12-15;0.000000000000;;2016-11-07
10.474.836/0001-81;2009-12-15;0.000000000000;;2016-11-24
10.474.847/0001-61;2009-12-30;0.000000000000;;2021-06-11
10.474.858/0001-41;2009-10-30;0.000000000000;;2023-01-30
10.475.047/0001-65;2009-12-15;0.000000000000;;2016-11-24
10.475.107/0001-40;2009-06-29;0.000000000000;;2022-01-14
10.475.116/0001-30;2009-11-16;0.000000000000;;2016-09-19
10.475.191/0001-00;2010-02-25;0.000000000000;;2019-06-13
10.475.211/0001-34;2009-11-04;0.000000000000;;2016-11-24
10.475.450/0001-94;2009-10-23;0.000000000000;;2023-01-30
10.475.505/0001-66;2009-10-23;0.000000000000;;2016-09-19
10.480.919/0001-83;2011-04-15;20.000000000000;;2011-04-15
10.481.037/0001-32;2008-11-27;0.000000000000;;2016-02-24
10.488.866/0001-47;2010-12-03;0.000000000000;;2017-05-25
10.488.890/0001-86;2010-09-27;0.000000000000;;2017-02-16
10.488.978/0001-06;2009-06-01;20.000000000000;;2009-05-28
10.489.000/0001-50;2009-06-01;20.000000000000;;2009-07-06
10.489.004/0001-39;2010-12-17;0.000000000000;;2017-02-16
10.489.012/0001-85;2009-06-01;20.000000000000;;2009-05-28
10.489.020/0001-21;2009-04-16;0.000000000000;;2017-05-26
10.489.023/0001-65;2009-04-15;0.000000000000;;2017-05-26
10.489.180/0001-70;2009-05-07;0.000000000000;;2016-08-15
10.489.208/0001-70;2010-12-17;0.000000000000;;2017-05-25
10.489.217/0001-60;2009-06-01;20.000000000000;;2009-11-19
10.489.228/0001-40;2009-07-15;0.000000000000;;2017-02-16
10.492.034/0001-02;2009-08-14;0.000000000000;;2016-08-16
10.500.884/0001-05;2012-02-27;10.000000000000;;2012-02-06
10.500.884/0001-05;2012-02-27;15.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.500.884/0001-05;2012-02-27;15.000000000000;Para informacoes adicionais, vide o Regulamento;2022-01-28
10.504.171/0001-01;2009-01-30;15.000000000000;;2009-01-30
10.513.151/0001-05;2009-04-28;0.000000000000;;2016-05-02
10.513.168/0001-54;2009-04-28;0.000000000000;;2016-05-02
10.513.344/0001-58;2009-03-31;20.000000000000;;2009-03-27
10.513.449/0001-07;2009-03-10;20.000000000000;;2009-03-03
10.513.449/0001-07;2009-03-10;10.000000000000;;2012-10-05
10.513.480/0001-48;2009-09-24;15.000000000000;;2010-01-22
10.513.480/0001-48;2009-09-24;20.000000000000;;2011-05-19
10.513.495/0001-06;2009-07-22;0.000000000000;;2019-04-02
10.519.284/0001-80;2008-12-08;20.000000000000;IPCA+IMA-B ajustado (médias anuais do YTM dos títulos soberanos brasileiros (NTN-B), ponderadas pelos volumes negociados no período de 60 dias anteriores ao encerramento do ano anterior e os primeiros 60dias do ano corrente, levando-se em consideração para tanto exclusivamente os títulos indexados ao IPCA com vencimento de no mínimo 3 anos.;2008-11-21
10.519.284/0001-80;2008-12-08;20.000000000000;MÉDIA DO IMA-B (TÍTULOS NEGOCIADOS COM VENCIMENTO DE NO MÍNIMO 3 ANOS) DIVULGADA PELO SITE DA ANDIMA PARA O PERÍODO COMPREENDIDO ENTE 60 DIAS ANTES DO ENCERRAMENTO DO ANO E 60 DIAS DO ANO CORRENTE;2008-11-28
10.519.284/0001-80;2008-12-08;20.000000000000;O IMA-B Ajustado será calculado utilizando as médias anuais do yield to maturity dos títulos soberanos brasileiros (NTN-B), ponderadas pelos volumes negociados no período de 60 dias anteriores ao encerramento de cada semestre, levando-se em consideração para tanto exclusivamente os títulos indexados ao IPCA com vencimento de no mínimo 3 anos e utilizando-se os dados divulgados pela ANBIMA;2016-05-13
10.519.284/0001-80;2008-12-08;20.000000000000;O IMA-B Ajustado será calculado utilizando as médias anuais do yield to maturity dos títulos soberanos brasileiros (NTN-B), ponderadas pelos volumes negociados nos últimos 2 meses anteriores ao encerramento de cada semestre, levando-se em consideração para tanto exclusivamente os títulos indexados ao IPCA com vencimento de no mínimo 3 anos e utilizando-se os dados divulgados pela ANBIMA;2021-06-21
10.521.446/0001-15;2008-12-16;0.000000000000;;2016-07-08
10.521.549/0001-85;2008-12-22;0.000000000000;;2015-10-30
10.522.644/0001-01;2009-04-02;0.000000000000;;2019-04-02
10.525.325/0001-41;2010-08-17;0.000000000000;;2016-05-03
10.525.583/0001-28;2008-12-18;20.000000000000;;2008-12-18
10.533.430/0001-22;2008-12-15;20.000000000000;;2008-12-12
10.536.437/0001-06;2009-08-14;20.000000000000;;2009-08-21
10.536.440/0001-11;2009-09-08;15.000000000000;A taxa de performance é apurada e provisionada por dia útil, até o último dia útil de cada semestre civil e paga à GESTORA no mês subseqüente ao do encerramento do semestre civil, já deduzidas todas as demais despesas do FUNDO, inclusive a taxa de administração prevista no caput deste Artigo.;2013-06-27
10.536.440/0001-11;2009-09-08;0.000000000000;;2016-11-29
10.536.466/0001-60;2009-03-09;20.000000000000;;2013-03-18
10.539.257/0001-70;2008-12-26;0.000000000000;;2016-02-25
10.545.338/0001-82;2019-08-19;0.000000000000;;2019-08-19
10.545.384/0001-81;2008-12-22;0.000000000000;;2016-07-12
10.545.405/0001-69;2009-08-13;0.000000000000;;2018-06-22
10.548.730/0001-85;2008-12-26;0.000000000000;;2016-05-09
10.551.353/0001-33;2009-05-29;0.000000000000;;2015-10-26
10.551.358/0001-66;2009-06-02;0.000000000000;;2016-02-25
10.551.370/0001-70;2013-09-09;0.000000000000;;2015-10-28
10.551.375/0001-01;2009-06-01;0.000000000000;;2016-03-21
10.551.382/0001-03;2010-04-12;0.000000000000;;2016-03-21
10.551.383/0001-40;2014-06-25;0.000000000000;;2016-05-25
10.551.386/0001-83;2012-03-07;0.000000000000;;2016-06-06
10.556.867/0001-81;2009-07-01;20.000000000000;;2009-08-10
10.556.870/0001-03;2009-07-01;15.000000000000;;2009-07-30
10.556.878/0001-61;2009-06-01;20.000000000000;;2009-07-06
10.556.878/0001-61;2009-06-01;20.000000000000;apropriação semestral, c/vencto. em 30/06 e 31/12;2011-09-19
10.561.127/0001-33;2009-01-08;0.000000000000;;2016-05-06
10.565.506/0001-00;2009-08-31;0.000000000000;;2018-05-10
10.565.542/0001-65;2009-08-31;0.000000000000;;2016-05-27
10.565.579/0001-93;2009-09-14;0.000000000000;;2016-06-23
10.565.852/0001-80;2009-09-25;20.000000000000;;2012-12-19
10.565.852/0001-80;2009-09-25;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.565.859/0001-00;2009-09-14;0.000000000000;;2016-06-23
10.565.870/0001-61;2009-11-19;0.000000000000;;2017-01-10
10.565.892/0001-21;2009-11-16;0.000000000000;;2016-06-17
10.565.896/0001-00;2009-06-12;0.000000000000;;2016-06-06
10.566.012/0001-31;2009-06-26;20.000000000000;;2009-06-25
10.566.014/0001-20;2009-11-26;0.000000000000;;2016-07-05
10.566.017/0001-64;2009-05-26;0.000000000000;;2016-06-07
10.566.018/0001-09;2009-09-25;20.000000000000;;2013-07-15
10.566.018/0001-09;2009-09-25;0.000000000000;;2016-03-30
10.577.485/0001-34;2012-04-26;0.000000000000;;2015-10-05
10.577.503/0001-88;2012-04-18;0.000000000000;;2016-05-04
10.577.505/0001-77;2012-04-16;0.000000000000;;2015-11-13
10.577.509/0001-55;2012-04-16;0.000000000000;;2015-11-13
10.577.512/0001-79;2012-04-26;0.000000000000;;2016-03-02
10.577.516/0001-57;2012-05-02;0.000000000000;;2015-11-12
10.577.519/0001-90;2012-05-11;0.000000000000;;2016-06-07
10.577.531/0001-03;2012-06-21;0.000000000000;;2016-06-17
10.577.546/0001-63;2012-06-21;0.000000000000;;2016-06-17
10.581.196/0001-09;2009-05-11;0.000000000000;;2015-11-25
10.581.220/0001-00;2009-05-11;0.000000000000;;2015-11-25
10.581.504/0001-04;2009-05-25;30.000000000000;;2015-04-02
10.581.504/0001-04;2009-05-25;30.000000000000;;2016-04-18
10.583.902/0001-51;2009-07-03;0.000000000000;;2016-08-22
10.583.907/0001-84;2011-08-29;0.000000000000;;2016-06-29
10.583.909/0001-73;2009-07-24;0.000000000000;;2016-06-06
10.583.916/0001-75;2009-07-24;0.000000000000;;2016-06-06
10.583.931/0001-13;2009-07-24;0.000000000000;;2016-06-06
10.583.934/0001-57;2009-07-24;0.000000000000;;2016-06-06
10.583.943/0001-48;2009-07-27;0.000000000000;;2016-06-06
10.583.948/0001-70;2009-07-27;0.000000000000;;2016-05-18
10.583.957/0001-61;2009-08-12;0.000000000000;;2016-06-18
10.586.901/0001-60;2009-08-17;0.000000000000;;2016-07-07
10.586.901/0001-60;2009-08-17;100.000000000000;-;2018-03-28
10.586.905/0001-49;2011-08-29;0.000000000000;;2016-06-29
10.586.926/0001-64;2009-08-31;0.000000000000;;2016-06-06
10.586.932/0001-11;2009-08-25;0.000000000000;;2016-06-06
10.586.939/0001-33;2009-09-02;0.000000000000;;2016-06-06
10.586.955/0001-26;2010-04-14;0.000000000000;;2016-05-23
10.590.048/0001-50;2009-05-27;0.000000000000;;2016-05-11
10.590.085/0001-69;2009-05-27;0.000000000000;;2016-07-07
10.590.125/0001-72;2009-06-09;0.000000000000;;2016-06-30
10.590.141/0001-65;2009-06-22;0.000000000000;;2016-04-13
10.590.147/0001-32;2009-06-22;0.000000000000;;2016-06-06
10.590.150/0001-56;2009-06-23;20.000000000000;;2013-05-03
10.601.343/0001-65;2009-03-13;0.000000000000;;2016-04-22
10.601.349/0001-32;2009-03-27;0.000000000000;;2016-06-30
10.601.362/0001-91;2009-03-30;3.000000000000;;2009-03-30
10.601.364/0001-80;2009-03-27;0.000000000000;;2016-05-18
10.601.371/0001-82;2009-03-30;0.000000000000;;2016-05-24
10.601.378/0001-02;2009-04-13;0.000000000000;;2016-06-30
10.601.398/0001-75;2009-04-17;0.000000000000;;2016-06-06
10.601.463/0001-62;2009-04-17;0.000000000000;;2016-06-06
10.601.475/0001-97;2009-05-21;0.000000000000;;2016-06-27
10.601.479/0001-75;2009-04-28;0.000000000000;;2016-06-30
10.605.005/0001-00;2009-02-10;10.000000000000;;2010-06-24
10.605.005/0001-00;2009-02-10;0.000000000000;A TAXA DE PERFORMANCE SERÁ EQUIVALENTE A 10% OU 20% DA RENTABILIDADE DO FUNDO: (I) RENTABILIDADE DO FUNDO<100% DO IBOVESPA A TAXA DE PERFORMANCE=ZERO (II) 100% DO IBOVESPA<RENTABILIDADE DO FUNDO<104% DO IBOVESPA A TAXA DE PERFORMANCE=10% DO QUE EXCEDER 100% DO IBOVESPA (III) RENTABILIDADE DO FUNDO>104% DO IBOVESPA A TAXA DE PERFORMANCE=20% DO QUE EXCEDER 104% DO IBOVESPA.;2014-04-01
10.608.695/0001-42;2009-06-18;20.000000000000;;2010-01-18
10.608.695/0001-42;2009-06-18;0.000000000000;;2016-05-13
10.608.695/0001-42;2009-06-18;20.000000000000;-;2019-11-11
10.608.741/0001-03;2009-06-01;0.000000000000;;2017-01-13
10.608.762/0001-29;2009-05-19;20.000000000000;;2010-03-26
10.608.762/0001-29;2009-05-19;0.000000000000;;2016-07-19
10.608.762/0001-29;2009-05-19;20.000000000000;-;2017-10-10
10.608.774/0001-53;2009-06-19;15.000000000000;Apurado diariamente, pago semestralmente.;2009-07-01
10.608.780/0001-00;2009-07-01;15.000000000000;;2012-03-06
10.608.780/0001-00;2009-07-01;0.000000000000;;2016-02-25
10.608.780/0001-00;2009-07-01;10.000000000000;O fundo cobrara 10.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2024-03-11
10.608.806/0001-10;2009-05-07;10.000000000000;;2016-05-27
10.608.806/0001-10;2009-05-07;0.000000000000;;2021-04-22
10.608.806/0001-10;2009-05-07;10.000000000000;-;2024-03-18
10.608.819/0001-90;2009-04-03;20.000000000000;;2009-10-14
10.613.475/0001-07;2009-02-10;20.000000000000;;2009-01-09
10.618.902/0001-40;2009-03-27;3.000000000000;;2009-07-30
10.618.943/0001-36;2010-04-28;0.000000000000;;2016-06-16
10.618.954/0001-16;2010-04-28;0.000000000000;;2016-06-15
10.618.964/0001-51;2009-04-23;0.000000000000;;2016-07-06
10.618.978/0001-75;2009-05-13;0.000000000000;;2016-06-28
10.619.684/0001-68;2009-04-01;12.000000000000;;2009-03-26
10.619.684/0001-68;2009-04-01;0.000000000000;;2016-03-22
10.619.706/0001-90;2009-04-01;20.000000000000;;2009-03-20
10.619.706/0001-90;2009-04-01;20.000000000000;Apurado diariamente, pago semestralmente.;2013-08-06
10.619.706/0001-90;2009-04-01;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro;2017-01-04
10.619.706/0001-90;2009-04-01;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2017-07-13
10.619.728/0001-50;2009-04-08;10.000000000000;;2009-04-13
10.619.746/0001-31;2009-04-17;20.000000000000;;2009-03-20
10.619.766/0001-02;2009-04-09;0.000000000000;;2018-08-06
10.619.836/0001-22;2009-08-25;20.000000000000;;2015-07-06
10.626.021/0001-70;2009-03-18;12.000000000000;;2009-03-13
10.626.021/0001-70;2009-03-18;0.000000000000;;2019-08-23
10.626.033/0001-03;2009-04-03;10.000000000000;;2011-01-24
10.626.033/0001-03;2009-04-03;0.000000000000;;2016-04-18
10.626.040/0001-05;2009-04-13;0.000000000000;;2016-12-15
10.635.063/0001-78;2009-03-02;0.000000000000;;2016-06-30
10.635.260/0001-97;2009-03-27;0.000000000000;;2016-06-24
10.637.736/0001-29;2009-08-26;20.000000000000;;2009-08-24
10.637.737/0001-73;2009-06-02;20.000000000000;;2009-06-02
10.637.739/0001-62;2009-06-02;20.000000000000;;2009-06-02
10.637.741/0001-31;2009-06-03;25.000000000000;;2009-05-25
10.637.774/0001-81;2009-06-03;15.000000000000;;2009-06-02
10.637.778/0001-60;2009-06-03;15.000000000000;;2009-06-03
10.637.779/0001-04;2009-06-03;15.000000000000;;2009-06-03
10.637.784/0001-17;2009-05-21;25.000000000000;;2015-03-30
10.637.785/0001-61;2009-05-14;14.000000000000;;2009-05-12
10.637.788/0001-03;2009-05-13;20.000000000000;;2009-05-12
10.638.510/0001-42;2009-09-01;0.000000000000;;2016-06-23
10.638.696/0001-30;2009-03-02;0.000000000000;;2016-06-30
10.643.140/0001-31;2009-04-30;20.000000000000;Indice de Cobrança: IPCA;2009-05-04
10.643.191/0001-63;2009-08-24;0.000000000000;;2016-05-03
10.643.219/0001-62;2009-12-16;20.000000000000;;2010-11-12
10.643.230/0001-22;2009-12-23;20.000000000000;0;2009-12-22
10.643.230/0001-22;2009-12-23;20.000000000000;;2011-12-05
10.643.347/0001-06;2009-12-23;0.000000000000;;2015-12-18
10.643.371/0001-45;2009-12-22;20.000000000000;;2012-05-08
10.643.371/0001-45;2009-12-22;20.000000000000;O GESTOR RECEBERÁ TAMBÉM TAXA DE PERFORMANCE, EQUIVALENTE A 20% (VINTE POR CENTO) DA RENTABILIDADE DO FUNDO QUE, DEPOIS DE DEDUZIDAS TODAS AS DESPESAS, INCLUSIVE A TAXA DE ADMINISTRAÇÃO, EXCEDER A 100% (CEM POR CENTO) DA VARIAÇÃO DO IBOVESPA DE UM DIA, APURADO PELA BM&F BOVESPA. A TAXA DE PERFORMANCE SERÁ CALCULADA INDIVIDUALMENTE SOBRE CADA APLICAÇÃO REALIZADA PELO COTISTA;2023-03-08
10.643.466/0001-69;2010-01-12;20.000000000000;;2012-05-28
10.643.489/0001-73;2009-09-16;0.000000000000;;2016-05-27
10.643.548/0001-03;2009-09-16;14.000000000000;;2012-01-16
10.643.588/0001-55;2009-09-16;14.000000000000;;2012-01-16
10.643.588/0001-55;2009-09-16;17.000000000000;;2012-04-02
10.643.588/0001-55;2009-09-16;20.000000000000;;2013-03-20
10.643.605/0001-54;2009-09-16;17.000000000000;;2012-08-01
10.643.622/0001-91;2009-09-16;20.000000000000;;2011-01-19
10.643.622/0001-91;2009-09-16;14.000000000000;;2012-01-16
10.646.820/0001-09;2009-08-28;0.030000000000;;2009-08-28
10.646.885/0001-54;2009-07-10;0.000000000000;;2015-10-03
10.646.888/0001-98;2009-07-01;0.000000000000;;2015-10-05
10.646.895/0001-90;2009-10-22;0.000000000000;;2016-05-03
10.646.897/0001-89;2009-09-16;0.000000000000;;2016-06-06
10.685.555/0001-78;2009-05-12;0.000000000000;;2015-11-06
10.686.433/0001-04;2009-03-26;0.000000000000;;2016-05-06
10.686.438/0001-29;2009-03-26;0.000000000000;;2016-06-09
10.688.848/0001-09;2010-10-20;0.000000000000;;2016-04-05
10.697.943/0001-79;2009-03-18;;Para participação e implementação das decisões tomadas em reunião formal ou AGE, o equivalente a R$ 400,00 por hora-homem de trabalho, pagas 5 dias após.  Para os serviços de acompanhamento das operações de CCB e CPR será devida, por "operação", o equivalente a R$ 850,00.;2009-03-16
10.697.953/0001-04;2009-03-30;100.000000000000;Valorização das cotas% da Taxa de Performance= IPCA + 9%                 Zero> IPCA + 09% = IPCA + 11%  50%> IPCA + 11%                 100%;2009-03-16
10.697.953/0001-04;2009-03-30;100.000000000000;Valorização das cotas % da Taxa dePerformance= 100% do IRF-M                Zero> 100% até 120% do IRF-M       80%> 120% do IRF-M                100%;2010-09-29
10.697.953/0001-04;2009-03-30;0.000000000000;;2016-07-08
10.697.961/0001-50;2009-03-23;20.000000000000;;2009-03-11
10.699.187/0001-17;2012-06-13;15.000000000000;15% que exceder a 100% da variação do IPCA+5% a.a.;2014-10-16
10.699.187/0001-17;2012-06-13;0.000000000000;;2021-06-11
10.699.306/0001-31;2009-05-04;20.000000000000;;2009-10-21
10.702.238/0001-12;2009-03-26;0.000000000000;;2016-05-10
10.705.273/0001-95;2009-05-06;0.000000000000;;2016-01-30
10.705.289/0001-06;2009-04-22;5.000000000000;;2009-04-20
10.705.289/0001-06;2009-04-22;5.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.705.289/0001-06;2009-04-22;0.000000000000;;2019-09-30
10.705.306/0001-05;2009-06-16;20.000000000000;;2009-06-15
10.705.306/0001-05;2009-06-16;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-12
10.705.306/0001-05;2009-06-16;20.000000000000;O FUNDO, com base em seu resultado, remunera a GESTORA mediante o pagamento do equivalente a 20,00% (Vinte por cento) da valorização da cota do FUNDO que, em cada semestre, exceder 110% (Cento e dez por cento) do Valor acumulado CDI(CDI) (taxa de performance).;2022-01-28
10.705.335/0001-69;2009-06-22;20.000000000000;;2009-06-22
10.705.335/0001-69;2009-06-22;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.705.335/0001-69;2009-06-22;20.000000000000;Para informacoes adicionais, vide o Regulamento;2021-09-27
10.705.335/0001-69;2009-06-22;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2024-09-20
10.705.615/0001-77;2009-05-18;20.000000000000;;2014-10-22
10.705.625/0001-02;2009-05-22;5.000000000000;;2009-04-24
10.705.625/0001-02;2009-05-22;20.000000000000;;2010-02-26
10.705.625/0001-02;2009-05-22;20.000000000000;Apurado diariamente, pago semestralmente.;2013-01-02
10.705.625/0001-02;2009-05-22;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Fevereiro e Agosto;2020-07-24
10.705.637/0001-37;2009-07-01;20.000000000000;;2009-06-18
10.705.668/0001-98;2009-04-27;20.000000000000;;2009-04-24
10.705.668/0001-98;2009-04-27;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.705.668/0001-98;2009-04-27;20.000000000000;Para informacoes adicionais, vide o Regulamento;2025-06-17
10.705.679/0001-78;2009-04-07;0.000000000000;;2019-04-02
10.708.259/0001-45;2009-03-27;0.000000000000;;2019-09-04
10.731.794/0001-17;2009-09-15;0.000000000000;;2015-11-18
10.732.594/0001-89;2010-03-23;0.000000000000;;2016-05-02
10.732.908/0001-43;2010-07-13;0.000000000000;;2016-06-06
10.735.666/0001-41;2010-04-06;0.000000000000;;2016-05-09
10.739.635/0001-69;2009-06-03;20.000000000000;Caso as Quotas tenham valorização superior a 150% do CDI, a taxa de performance será de 50% dessa diferença.;2009-04-02
10.740.392/0001-89;2012-06-21;0.000000000000;;2016-06-15
10.740.446/0001-06;2012-06-21;0.000000000000;;2016-06-13
10.740.492/0001-05;2012-06-21;0.000000000000;;2016-06-14
10.740.508/0001-80;2010-06-09;0.000000000000;;2015-10-28
10.740.536/0001-05;2014-10-22;0.000000000000;;2016-06-29
10.740.552/0001-90;2012-10-16;0.000000000000;;2015-11-11
10.740.569/0001-47;2011-07-04;0.000000000000;;2016-05-12
10.740.658/0001-93;2010-02-25;0.000000000000;;2016-05-03
10.740.670/0001-06;2010-05-18;0.000000000000;;2016-05-03
10.740.716/0001-89;2010-12-06;0.000000000000;;2015-10-14
10.740.730/0001-82;2012-06-21;0.000000000000;;2016-06-15
10.740.739/0001-93;2011-05-24;0.000000000000;;2016-05-18
10.740.749/0001-29;2011-05-03;0.000000000000;;2016-06-07
10.756.521/0001-27;2009-10-20;0.000000000000;;2017-07-10
10.756.541/0001-06;2009-06-04;0.000000000000;;2020-02-19
10.756.556/0001-66;2009-06-04;20.000000000000;;2012-09-10
10.756.556/0001-66;2009-06-04;20.000000000000;;2016-07-13
10.756.556/0001-66;2009-06-04;20.000000000000;-;2021-12-21
10.756.569/0001-35;2009-08-25;0.000000000000;;2017-04-05
10.756.582/0001-94;2009-08-06;20.000000000000;;2009-08-06
10.756.582/0001-94;2009-08-06;0.000000000000;;2016-08-04
10.756.599/0001-41;2009-05-21;0.000000000000;;2019-04-02
10.756.629/0001-10;2009-05-11;20.000000000000;;2009-05-25
10.756.637/0001-66;2009-06-30;20.000000000000;;2009-06-30
10.756.685/0001-54;2013-06-06;20.000000000000;;2013-06-03
10.756.685/0001-54;2013-06-06;20.000000000000;vide artigo 21 pargrafos 1º e 2º;2016-06-28
10.756.685/0001-54;2013-06-06;20.000000000000;vide artigo 4.3;2019-11-18
10.758.024/0001-68;2009-07-01;0.000000000000;;2016-04-27
10.758.137/0001-63;2009-07-01;0.000000000000;;2016-04-27
10.758.151/0001-67;2009-08-05;0.000000000000;;2016-04-18
10.758.161/0001-00;2009-07-31;0.000000000000;;2016-04-27
10.758.173/0001-27;2015-06-23;20.000000000000;;2015-06-24
10.758.173/0001-27;2015-06-23;20.000000000000;A taxa de performance será calculada após a dedução de todas as despesas, inclusive da taxa de administração, corresponderá a 20% da diferença positiva, se houver, entre a variação da cota do Fundo e a variação do Certificado de Depósito Interbancário (CDI - CETIP);2016-02-24
10.758.198/0001-20;2009-07-31;0.000000000000;;2016-04-27
10.758.216/0001-74;2009-07-27;0.000000000000;;2017-04-19
10.761.317/0001-02;2010-02-11;0.000000000000;;2016-06-29
10.761.357/0001-46;2009-08-25;0.000000000000;;2016-03-02
10.761.375/0001-28;2010-06-22;20.000000000000;;2010-06-22
10.765.194/0001-70;2011-01-14;20.000000000000;;2011-01-14
10.765.194/0001-70;2011-01-14;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.765.194/0001-70;2011-01-14;20.000000000000;Para informacoes adicionais, vide o Regulamento;2025-06-17
10.765.399/0001-55;2015-06-02;0.000000000000;;2016-07-26
10.776.572/0001-10;2009-09-21;0.000000000000;;2016-03-22
10.777.337/0001-63;2009-07-20;10.000000000000;;2015-06-15
10.777.337/0001-63;2009-07-20;10.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
10.777.337/0001-63;2009-07-20;10.000000000000;O fundo cobrara 10.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2022-02-08
10.783.480/0001-68;2009-04-27;0.000000000000;;2019-05-30
10.784.292/0001-54;2009-08-26;0.000000000000;;2016-04-08
