TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;56.377.350/0001-26;PLUTARCO FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;3344047;;2025-07-30
CLASSES - FIF;56.377.350/0001-26;PLUTARCO FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Operações Compromissadas;;;1463267;;2025-07-30
CLASSES - FIF;56.377.350/0001-26;PLUTARCO FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;10107;;2025-07-30
CLASSES - FIF;56.377.350/0001-26;PLUTARCO FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a receber;;;240;;2025-07-30
CLASSES - FIF;56.431.064/0001-00;REAL INVESTOR ITAÚ VIDA E PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Cotas de Fundos;;;11517728;;2025-07-30
CLASSES - FIF;56.431.064/0001-00;REAL INVESTOR ITAÚ VIDA E PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Disponibilidades;;;30713;;2025-07-30
CLASSES - FIF;56.431.064/0001-00;REAL INVESTOR ITAÚ VIDA E PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Valores a pagar;;;26313;;2025-07-30
CLASSES - FIF;56.431.064/0001-00;REAL INVESTOR ITAÚ VIDA E PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Valores a receber;;;6493;;2025-07-30
CLASSES - FIF;56.443.123/0001-51;SAFRA NOVO NORDISK FIF CLASSE DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Brazilian Depository Receipt - BDR;287431;0;2971927;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;0;0;74112704;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;4392080;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Cotas de Fundos;;;331394;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Disponibilidades;;;218;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;50901;;2025-07-30
CLASSES - FIF;56.525.734/0001-49;AJB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;0;;2025-07-30
CLASSES - FIF;56.705.255/0001-04;TB BRASLIGHT FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;0;0;34894543;;2025-07-30
CLASSES - FIF;56.705.255/0001-04;TB BRASLIGHT FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;166678;;2025-07-30
CLASSES - FIF;56.705.255/0001-04;TB BRASLIGHT FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;300354;;2025-07-30
CLASSES - FIF;56.705.255/0001-04;TB BRASLIGHT FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;4580;;2025-07-30
CLASSES - FIF;56.705.255/0001-04;TB BRASLIGHT FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;817;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;409747;1016880;6520351;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Brazilian Depository Receipt - BDR;;;1897077;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;1179034;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;42652;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;4695;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;6908;;2025-07-30
CLASSES - FIF;56.973.806/0001-10;ASTER CAPITAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;53658;;2025-07-30
CLASSES - FIF;57.070.240/0001-80;MONTE CASTELLO FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;Ações;0;99693;669891;;2025-07-30
CLASSES - FIF;57.070.240/0001-80;MONTE CASTELLO FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;Cotas de Fundos;;;4386562;;2025-07-30
CLASSES - FIF;57.070.240/0001-80;MONTE CASTELLO FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;Disponibilidades;;;1000;;2025-07-30
CLASSES - FIF;57.070.240/0001-80;MONTE CASTELLO FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;Valores a pagar;;;3408;;2025-07-30
CLASSES - FIF;57.070.240/0001-80;MONTE CASTELLO FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;Valores a receber;;;2372;;2025-07-30
CLASSES - FIF;57.146.882/0001-15;HARDIHOOD FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;11880978;;2025-07-30
CLASSES - FIF;57.146.882/0001-15;HARDIHOOD FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;2522;;2025-07-30
CLASSES - FIF;57.378.502/0001-78;MANTARO IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;6881754;;2025-07-30
CLASSES - FIF;57.378.502/0001-78;MANTARO IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;8667;;2025-07-30
CLASSES - FIF;57.378.533/0001-29;HAWK II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;0;268377;14875080;;2025-07-30
CLASSES - FIF;57.378.533/0001-29;HAWK II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;21877;;2025-07-30
CLASSES - FIF;57.378.533/0001-29;HAWK II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;64642;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Ações;261693;244582;5895087;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;177502;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;481960;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Operações Compromissadas;;;261497;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;175;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Valores a pagar;;;1383;;2025-07-30
CLASSES - FIF;57.378.563/0001-35;CLASSE ÚNICA DE COTAS DO MANTARO IBOVESPA ATIVO MASTER FI EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Valores a receber;;;53546;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;3060722;908281;23947016;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;2069158;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;5408298;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Disponibilidades;;;652316;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Investimento no Exterior;;;1564697;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;15074694;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;8398;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;1289;;2025-07-30
CLASSES - FIF;57.499.227/0001-40;ATHENA TOTAL RETURN B MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;254497;;2025-07-30
CLASSES - FIF;57.550.081/0001-10;DODGERS FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Ações;0;34005009;731666140;;2025-07-30
CLASSES - FIF;57.550.081/0001-10;DODGERS FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;48062361;;2025-07-30
CLASSES - FIF;57.550.081/0001-10;DODGERS FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Opções - Posições lançadas;;;451498;;2025-07-30
CLASSES - FIF;57.550.081/0001-10;DODGERS FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;30840;;2025-07-30
CLASSES - FIF;57.550.081/0001-10;DODGERS FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a receber;;;11087276;;2025-07-30
CLASSES - FIF;57.630.008/0001-59;LIS DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;Ações;137851;716029;8324325;;2025-07-30
CLASSES - FIF;57.630.008/0001-59;LIS DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;585999;;2025-07-30
CLASSES - FIF;57.630.008/0001-59;LIS DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;Disponibilidades;;;0;;2025-07-30
CLASSES - FIF;57.630.008/0001-59;LIS DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;Valores a pagar;;;155068;;2025-07-30
CLASSES - FIF;57.630.008/0001-59;LIS DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;Valores a receber;;;33695;;2025-07-30
CLASSES - FIF;57.708.178/0001-09;ABSOLUTO PARTNERS GLOBAL PREV FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Cotas de Fundos;;;1118825;;2025-07-30
CLASSES - FIF;57.708.178/0001-09;ABSOLUTO PARTNERS GLOBAL PREV FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Disponibilidades;;;1000;;2025-07-30
CLASSES - FIF;57.708.178/0001-09;ABSOLUTO PARTNERS GLOBAL PREV FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Valores a pagar;;;1871;;2025-07-30
CLASSES - FIF;57.708.178/0001-09;ABSOLUTO PARTNERS GLOBAL PREV FUNDO DE INVESTIMENTO FINANCEIRO CIC AÇÕES RESP LIMITADA;2025-01-31;Valores a receber;;;0;;2025-07-30
CLASSES - FIF;57.735.776/0001-77;TRIGONO GUAPORÉ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;2504217;99500855;103040810;;2025-07-30
CLASSES - FIF;57.735.776/0001-77;TRIGONO GUAPORÉ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;3226120;;2025-07-30
CLASSES - FIF;57.735.776/0001-77;TRIGONO GUAPORÉ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;133001;;2025-07-30
CLASSES - FIF;57.735.776/0001-77;TRIGONO GUAPORÉ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;236189;;2025-07-30
CLASSES - FIF;57.735.776/0001-77;TRIGONO GUAPORÉ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;34419;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações;7055304;10160087;6111919;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;4765603;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Brazilian Depository Receipt - BDR;;;234745;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;815357;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Cotas de Fundos;;;5600414;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Investimento no Exterior;;;2458070;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Mercado Futuro - Posições compradas;;;-949;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Mercado Futuro - Posições vendidas;;;26133;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;1991370;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Opções - Posições lançadas;;;2352;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Opções - Posições titulares;;;65767;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Operações Compromissadas;;;5931259;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Outras operações passivas e exigibilidades;;;10121345;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;218;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Títulos Públicos;4238850;0;4070030;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a pagar;;;5193;;2025-07-30
CLASSES - FIF;57.751.201/0001-48;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-01-31;Valores a receber;;;1949975;;2025-07-30
CLASSES - FIF;57.886.981/0001-33;SHARP LONG BIASED VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;10572308;;2025-07-30
CLASSES - FIF;57.886.981/0001-33;SHARP LONG BIASED VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Operações Compromissadas;;;17317;;2025-07-30
CLASSES - FIF;57.886.981/0001-33;SHARP LONG BIASED VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;113765;;2025-07-30
CLASSES - FIF;57.886.981/0001-33;SHARP LONG BIASED VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a receber;;;947;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Ações;859274;1366258;2566440;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;304496;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Cotas de Fundos;;;2903169;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Disponibilidades;;;419399;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Investimento no Exterior;;;3999599;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Mercado Futuro - Posições vendidas;;;34954;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;497928;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Opções - Posições lançadas;;;5304;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Opções - Posições titulares;;;17272;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Operações Compromissadas;;;614097;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;280;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Títulos Públicos;0;0;655220;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Valores a pagar;;;66144;;2025-07-30
CLASSES - FIF;57.922.672/0001-71;MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Valores a receber;;;148037;;2025-07-30
CLASSES - FIF;58.013.360/0001-08;FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES LIMA PAPA RESPONSABILIDADE LIMITADA;2025-01-31;Cotas de Fundos;;;180697572;;2025-07-30
CLASSES - FIF;58.013.360/0001-08;FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES LIMA PAPA RESPONSABILIDADE LIMITADA;2025-01-31;Operações Compromissadas;;;1329383;;2025-07-30
CLASSES - FIF;58.013.360/0001-08;FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES LIMA PAPA RESPONSABILIDADE LIMITADA;2025-01-31;Valores a pagar;;;123787;;2025-07-30
CLASSES - FIF;58.013.360/0001-08;FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES LIMA PAPA RESPONSABILIDADE LIMITADA;2025-01-31;Valores a receber;;;596;;2025-07-30
CLASSES - FIF;58.013.564/0001-49;CSHG BANDEIRA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-01-31;Cotas de Fundos;;;15954028;;2025-07-30
CLASSES - FIF;58.013.564/0001-49;CSHG BANDEIRA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-01-31;Operações Compromissadas;;;113474;;2025-07-30
CLASSES - FIF;58.013.564/0001-49;CSHG BANDEIRA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-01-31;Valores a pagar;;;10927;;2025-07-30
CLASSES - FIF;58.013.564/0001-49;CSHG BANDEIRA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-01-31;Valores a receber;;;376;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Ações;7161125;11737827;467492715;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Ações e outros TVM cedidos em empréstimo;;;203305514;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Brazilian Depository Receipt - BDR;;;80639898;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;;;185277736;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Cotas de Fundos;;;56821749;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Disponibilidades;;;2168462;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Investimento no Exterior;;;119373578;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Operações Compromissadas;;;29925417;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a pagar;;;78814;;2025-07-30
CLASSES - FIF;58.034.507/0001-46;MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2025-01-31;Valores a receber;;;8345094;;2025-07-30
CLASSES - FIF;58.172.632/0001-12;TREND B3 BR+ FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Ações;74063;34694;1722261;;2025-07-30
CLASSES - FIF;58.172.632/0001-12;TREND B3 BR+ FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Brazilian Depository Receipt - BDR;2036;0;295547;;2025-07-30
CLASSES - FIF;58.172.632/0001-12;TREND B3 BR+ FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Certificado ou recibo de depósito de valores mobiliários;1300;2421;79458;;2025-07-30
CLASSES - FIF;58.172.632/0001-12;TREND B3 BR+ FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Cotas de Fundos;1987903;8926;23950;;2025-07-30
CLASSES - FIF;58.172.632/0001-12;TREND B3 BR+ FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-01-31;Disponibilidades;;;719;;2025-07-30
